@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Acoustic_guitar,Applause,Bark,Bass_drum,Burping_or_eructation,Bus,Cello,Chime,Clarinet,Computer_keyboard,Cough,Cowbell,Double_bass,Drawer_open_or_close,Electric_piano,Fart,Finger_snapping,Fireworks,Flute,Glockenspiel,Gong,Gunshot_or_gunfire,Harmonica,Hi-hat,Keys_jangling,Knock,Laughter,Meow,Microwave_oven,Oboe,Saxophone,Scissors,Shatter,Snare_drum,Squeak,Tambourine,Tearing,Telephone,Trumpet,Violin_or_fiddle,Writing}

@DATA
0.293149,0.005877,3.214378,0.355308,0.265037,1.844945,0.002976,0.487319,-37.049451,1.373757,-0.183972,-0.214909,-0.287136,-0.358598,-0.255630,-0.069422,0.170414,0.303640,0.136987,-0.040249,-0.082879,0.010364,0.002865,0.002370,0.001315,0.002507,0.001557,0.003595,0.001060,0.002596,0.057513,0.024505,0.008172,0.019381,0.066899,0.015457,0.069245,0.068368,0.037183,0.460979,0.002389,0.132966,2.718499,0.422846,0.326448,0.176372,0.204563,0.183398,0.151468,0.126746,0.106103,0.169417,0.094848,0.166878,0.101838,0.019552,0.003464,0.001392,0.000405,0.000907,0.000415,0.001917,0.000394,0.001267,0.032845,0.023762,0.007063,0.007386,Violin_or_fiddle
0.052081,0.058847,3.229318,0.119850,0.164151,0.471661,0.005209,0.082778,-25.102820,1.229834,-0.054561,0.349153,0.100081,-0.430783,-0.160652,-0.324018,-0.497149,-0.119770,-0.440805,-0.374421,0.066736,0.002831,0.000586,0.016318,0.060245,0.038330,0.005438,0.075196,0.000654,0.001126,0.015802,0.003393,0.000741,0.035371,0.011738,0.024988,0.102605,0.018230,0.031347,0.145402,0.003537,0.026540,1.807261,0.394211,0.216786,0.288505,0.221200,0.224147,0.165131,0.215223,0.229139,0.158580,0.176930,0.161997,0.167704,0.001500,0.000661,0.006508,0.019751,0.017857,0.001931,0.047064,0.000491,0.000455,0.007181,0.001966,0.000607,0.010051,Violin_or_fiddle
0.055430,0.030503,3.048227,0.159844,0.215456,0.214873,0.007745,0.079930,-29.076178,1.586197,-1.657702,-0.995171,-0.196863,0.489103,0.131803,-0.660710,-0.569297,0.355800,0.119818,-0.326652,-0.113124,0.001345,0.000742,0.001805,0.002926,0.004556,0.001697,0.004947,0.021575,0.021912,0.001279,0.001213,0.000896,0.007956,0.074431,0.044450,0.242622,0.088023,0.060301,0.385195,0.007800,0.138438,5.054457,0.559522,0.320627,0.456113,0.478891,0.322458,0.269737,0.214658,0.281011,0.226405,0.111552,0.178995,0.254612,0.001854,0.001013,0.001550,0.003925,0.006541,0.001117,0.004971,0.013440,0.013602,0.000744,0.001065,0.000864,0.004451,Violin_or_fiddle
0.032109,0.004819,2.845893,0.167531,0.237939,0.215494,0.015932,0.029923,-35.630145,1.581630,-0.152079,0.205813,0.609243,0.197028,-0.130447,0.069419,0.345618,0.122843,-0.077448,0.190960,0.115010,0.001481,0.000411,0.024844,0.000501,0.065557,0.000468,0.159463,0.000171,0.000369,0.001257,0.010200,0.020460,0.055236,0.021666,0.014873,0.248726,0.023519,0.020155,0.192769,0.015172,0.034735,2.602680,0.569786,0.444633,0.244272,0.250573,0.151329,0.193357,0.179140,0.177463,0.156448,0.219492,0.163298,0.193144,0.001429,0.000435,0.019652,0.000511,0.049950,0.000410,0.118163,0.000154,0.000350,0.001158,0.010690,0.027046,0.023193,Violin_or_fiddle
0.084199,0.006524,3.242782,0.295049,0.287646,0.552310,0.002239,0.027269,-38.242066,2.099113,-0.108965,-0.074423,0.109492,-0.247031,-0.732229,-0.552293,-0.066421,0.024443,-0.123128,0.122112,0.354750,0.005566,0.000693,0.008782,0.003990,0.010689,0.047511,0.080520,0.000389,0.006662,0.004271,0.081205,0.003088,0.042787,0.021817,0.020074,0.087805,0.054788,0.034772,0.162973,0.002393,0.007728,2.807861,0.636024,0.565043,0.296278,0.192904,0.213258,0.201308,0.164795,0.146841,0.120104,0.146497,0.112836,0.086585,0.005055,0.000312,0.006144,0.003280,0.004510,0.016196,0.026296,0.000284,0.003430,0.001813,0.050214,0.001724,0.008796,Violin_or_fiddle
0.069442,0.039812,3.204329,0.120193,0.155744,0.695965,0.008800,0.090566,-25.328556,0.855367,0.405982,0.238544,-0.574110,-0.419982,-0.619988,-0.077568,-0.204280,0.223457,0.460547,0.611619,-0.201084,0.001843,0.000412,0.023917,0.001057,0.016706,0.001899,0.034426,0.008047,0.019750,0.002839,0.003267,0.002515,0.016081,0.014878,0.012252,0.080785,0.019694,0.029450,0.152161,0.010323,0.017623,1.410897,0.685838,0.294550,0.255508,0.304541,0.173390,0.199356,0.163901,0.216671,0.159325,0.174610,0.186462,0.157270,0.001802,0.000249,0.018414,0.000732,0.015327,0.001517,0.030970,0.003908,0.011390,0.001168,0.002856,0.002250,0.009232,Violin_or_fiddle
0.029356,0.000573,2.811499,0.163080,0.241999,0.170354,0.024660,0.022769,-35.073227,1.922368,0.091627,0.268265,0.172545,0.068548,0.008439,0.065914,0.225503,0.128166,0.123523,0.145887,0.018794,0.002529,0.003177,0.027581,0.000629,0.086477,0.002670,0.128013,0.000525,0.000516,0.001885,0.008919,0.004526,0.048259,0.029525,0.002112,0.276301,0.033967,0.027358,0.206083,0.029635,0.032676,2.398509,0.617577,0.291271,0.204088,0.234602,0.201995,0.148362,0.132762,0.151232,0.163397,0.146810,0.128970,0.120551,0.003472,0.004712,0.023195,0.000644,0.051679,0.002696,0.103422,0.000976,0.000614,0.002021,0.009940,0.006855,0.021420,Violin_or_fiddle
0.085540,0.022856,3.131936,0.203088,0.238312,0.435996,0.011834,0.119569,-31.748940,2.023081,-1.217082,-0.807777,0.071227,0.348473,-0.020877,-0.523832,-0.517958,0.136431,0.128814,-0.289991,-0.259436,0.007127,0.001253,0.013901,0.016173,0.006550,0.003549,0.005339,0.014584,0.012306,0.001895,0.003134,0.001229,0.010309,0.108718,0.040484,0.179179,0.121224,0.074082,0.786146,0.013978,0.205246,5.384166,0.658723,0.730701,0.517279,0.356038,0.294677,0.342324,0.217037,0.235667,0.399165,0.291669,0.184794,0.226007,0.010713,0.002534,0.026173,0.031064,0.009364,0.004079,0.006939,0.023281,0.014056,0.002295,0.005008,0.001414,0.010085,Violin_or_fiddle
0.104892,0.035099,3.221440,0.158320,0.149577,1.069016,0.006370,0.162392,-25.857902,-1.200880,-1.164055,-0.885854,-0.065486,0.431586,0.670309,-0.404149,-0.653371,0.593352,0.242227,-0.405175,0.058057,0.000389,0.000407,0.003165,0.000552,0.001067,0.000661,0.002704,0.058338,0.009635,0.000547,0.000466,0.000385,0.016286,0.028755,0.012413,0.083985,0.029957,0.028952,0.217500,0.003187,0.047520,1.282746,0.641758,0.446212,0.313619,0.249107,0.182369,0.215730,0.227105,0.192103,0.163114,0.142850,0.140677,0.131769,0.000327,0.000430,0.003165,0.000608,0.001382,0.000652,0.002054,0.033020,0.008531,0.000480,0.000407,0.000348,0.008838,Violin_or_fiddle
0.042492,0.014293,3.193546,0.098376,0.149720,0.327015,0.006902,0.067533,-28.883667,1.359792,-0.758894,-0.248489,-0.247497,-0.159273,0.073096,0.094859,-0.260619,-0.117277,-0.532587,-0.451017,-0.494661,0.001922,0.005136,0.035989,0.021434,0.008307,0.017055,0.069569,0.000485,0.004042,0.001429,0.001314,0.000852,0.026682,0.012737,0.007860,0.139738,0.021469,0.037228,0.113537,0.008125,0.021194,2.074338,0.494639,0.359774,0.295147,0.305738,0.312306,0.308078,0.245397,0.221441,0.181021,0.230036,0.195000,0.250493,0.001183,0.002511,0.017943,0.009460,0.009854,0.007378,0.052693,0.000340,0.001829,0.000770,0.000679,0.000452,0.013463,Violin_or_fiddle
0.008212,0.004303,3.110560,0.125526,0.226149,0.027681,0.035691,0.006957,-34.138248,2.613067,0.223417,0.419632,0.359449,0.151596,-0.071352,0.143692,0.036066,-0.116946,-0.197674,-0.138439,-0.175807,0.036543,0.001083,0.021032,0.002190,0.102834,0.000654,0.065557,0.000324,0.000337,0.001291,0.005662,0.003670,0.047434,0.004755,0.012896,0.093022,0.017652,0.015273,0.021375,0.028336,0.004340,1.673295,0.266150,0.213868,0.162938,0.233206,0.171614,0.107155,0.117808,0.116647,0.087133,0.105751,0.100416,0.121303,0.026240,0.001906,0.017243,0.001452,0.038418,0.000541,0.069388,0.000291,0.000341,0.001203,0.005422,0.006332,0.011006,Violin_or_fiddle
0.061407,0.042911,3.228290,0.113017,0.155077,0.447593,0.007257,0.082795,-25.364602,0.906362,-0.418766,-0.163543,-0.414400,-0.430844,-0.147687,-0.732611,-0.808289,0.435684,0.378978,0.634994,0.142685,0.000745,0.001755,0.009456,0.000903,0.006230,0.004324,0.117740,0.022754,0.053209,0.001308,0.010213,0.000470,0.036725,0.011302,0.014586,0.095293,0.020723,0.036510,0.117466,0.007313,0.020838,1.763816,0.606888,0.316497,0.342551,0.378126,0.274489,0.268084,0.286909,0.227228,0.153717,0.173623,0.141430,0.127192,0.000567,0.002471,0.013486,0.000697,0.008058,0.003162,0.042309,0.012889,0.019308,0.000694,0.004574,0.000272,0.010008,Violin_or_fiddle
0.099387,0.001503,3.160057,0.315804,0.295757,0.525904,0.002105,0.030014,-38.030867,2.155250,0.286617,0.338392,-0.301089,-0.489898,-0.662353,-0.160080,-0.265020,-0.243271,0.098459,0.005718,0.105203,0.102935,0.001102,0.007765,0.002758,0.008494,0.032397,0.064289,0.000389,0.006459,0.002202,0.012865,0.005073,0.038826,0.014815,0.005845,0.060115,0.049593,0.038989,0.106605,0.000850,0.016688,2.417290,0.541393,0.522352,0.108804,0.254437,0.157577,0.178325,0.161941,0.113763,0.100141,0.087691,0.117464,0.126755,0.013070,0.000706,0.004276,0.001184,0.001527,0.012942,0.024280,0.000398,0.002174,0.001178,0.010919,0.005120,0.006020,Violin_or_fiddle
0.082339,0.004287,3.239722,0.292257,0.283773,0.548866,0.003560,0.021676,-40.085911,2.390495,0.070052,-0.295632,-0.657295,-0.609486,-0.314809,-0.152161,-0.326941,-0.389973,0.077481,0.344769,0.193725,0.003021,0.000760,0.005731,0.024231,0.011798,0.048497,0.088943,0.000327,0.007036,0.002455,0.008626,0.004653,0.031107,0.034986,0.016795,0.086551,0.061707,0.044019,0.224124,0.007561,0.006228,2.832855,0.515366,0.653640,0.256094,0.304589,0.204830,0.192794,0.240921,0.139645,0.238295,0.171537,0.159201,0.197116,0.002151,0.000512,0.002866,0.029049,0.007114,0.015202,0.031121,0.000272,0.003608,0.001206,0.005565,0.003320,0.007155,Violin_or_fiddle
0.123339,0.010948,3.253332,0.183244,0.171857,1.288855,0.003418,0.172034,-29.639047,-0.557094,-0.118242,-0.328951,0.151021,0.210908,0.492696,-0.475072,-0.642494,0.941892,0.141055,-0.027624,-0.104122,0.001297,0.000572,0.009896,0.000541,0.009000,0.000987,0.024094,0.028323,0.001135,0.000782,0.001486,0.000318,0.014733,0.024715,0.005241,0.086346,0.020426,0.018886,0.199970,0.003489,0.027132,1.493869,0.613873,0.361557,0.375747,0.363815,0.302587,0.274099,0.260389,0.237809,0.219269,0.183241,0.172301,0.136226,0.001941,0.000509,0.014642,0.000498,0.009815,0.000955,0.027248,0.017588,0.000735,0.001091,0.002109,0.000279,0.009941,Violin_or_fiddle
0.068103,0.016674,3.174401,0.151652,0.170165,0.501779,0.006930,0.081539,-27.679611,0.671901,-0.801939,-1.101700,-0.575388,-0.008403,0.439275,0.531698,-0.365950,-0.727118,-0.063815,0.359104,0.062260,0.001890,0.000868,0.005127,0.035630,0.041414,0.004171,0.002206,0.000583,0.004498,0.000962,0.005598,0.000744,0.015671,0.027628,0.011649,0.105262,0.027877,0.027259,0.240375,0.004084,0.024478,1.366651,0.640922,0.300191,0.240264,0.178407,0.200014,0.202279,0.171622,0.170555,0.170295,0.150283,0.152733,0.146053,0.001348,0.000602,0.002295,0.020865,0.024673,0.003052,0.001108,0.000342,0.002918,0.000799,0.005277,0.000620,0.005716,Violin_or_fiddle
0.035735,0.021752,3.184738,0.093866,0.161600,0.165414,0.006426,0.037720,-30.147019,2.002725,-0.536727,-0.095781,-0.005353,-0.528072,-0.330424,-0.322599,-0.804355,-0.180686,0.124817,0.661317,0.473922,0.005654,0.000733,0.008172,0.001265,0.006400,0.031415,0.211421,0.001196,0.002862,0.000803,0.001064,0.000421,0.058701,0.023230,0.017950,0.117896,0.024108,0.039693,0.103950,0.007596,0.014356,2.959556,0.649181,0.391511,0.387917,0.382486,0.366285,0.275899,0.285300,0.352481,0.192307,0.155782,0.166286,0.192214,0.004623,0.000570,0.012590,0.001251,0.006210,0.015352,0.065899,0.000775,0.001567,0.000329,0.000890,0.000456,0.017680,Violin_or_fiddle
0.189979,0.009385,3.136023,0.272853,0.224624,1.219504,0.005122,0.269640,-34.828684,-0.217761,-1.096816,-0.193580,0.061414,-0.468398,-0.579841,0.644661,0.031274,-0.589371,0.328748,0.110603,0.044263,0.002754,0.006348,0.073224,0.010086,0.001995,0.001753,0.001419,0.000784,0.000839,0.001352,0.001707,0.001858,0.020686,0.170721,0.021352,0.145574,0.152265,0.070296,1.067816,0.004788,0.249817,7.228227,0.475443,0.711880,0.515710,0.494338,0.197523,0.277267,0.282328,0.170248,0.278301,0.189487,0.131298,0.157458,0.001872,0.004624,0.073164,0.011375,0.001388,0.001210,0.000930,0.000682,0.000687,0.000845,0.001196,0.001373,0.019598,Violin_or_fiddle
0.023273,0.044668,3.196132,0.101749,0.178256,0.090004,0.004819,0.032864,-28.629843,2.035781,-0.748904,-0.587734,-0.511145,-0.562447,-0.318302,0.456678,0.508077,-0.004073,-0.117304,-0.007352,-0.427505,0.107420,0.006647,0.015496,0.012049,0.002853,0.000769,0.108082,0.000480,0.000735,0.001945,0.005056,0.036862,0.052162,0.005781,0.052875,0.144637,0.020432,0.029959,0.059137,0.009972,0.013042,3.601151,0.383063,0.343847,0.301334,0.230800,0.294544,0.244934,0.152003,0.187917,0.182423,0.103136,0.152637,0.198246,0.030189,0.002232,0.024110,0.006540,0.002142,0.000340,0.095460,0.000578,0.000286,0.000649,0.002218,0.014225,0.018287,Violin_or_fiddle
0.036230,0.026589,3.241792,0.105919,0.159729,0.311918,0.003167,0.067635,-26.712494,1.408218,-0.590048,-0.549903,-0.570547,-0.151534,-0.118426,-0.284755,-0.216339,0.083327,-0.108155,0.111313,-0.140943,0.016586,0.010568,0.016265,0.004316,0.017951,0.019447,0.033469,0.003750,0.011162,0.015446,0.015641,0.020039,0.029712,0.008939,0.016563,0.148860,0.021782,0.036195,0.112953,0.004479,0.017154,1.548198,0.521827,0.325897,0.313963,0.338193,0.350030,0.275570,0.233878,0.243065,0.219037,0.216248,0.205100,0.194151,0.012101,0.008847,0.008800,0.002472,0.013342,0.011430,0.020364,0.002883,0.004513,0.007268,0.008476,0.012114,0.007148,Violin_or_fiddle
0.023559,0.003723,2.970933,0.162973,0.244800,0.072676,0.014718,0.012185,-34.724379,2.380747,-0.147342,-0.048192,-0.125002,-0.196970,-0.142143,0.210051,0.428787,0.477964,0.159811,-0.066261,-0.034002,0.003934,0.001434,0.028351,0.000833,0.058892,0.002123,0.090618,0.000169,0.000875,0.005140,0.059951,0.023302,0.045486,0.009007,0.010171,0.205899,0.026084,0.022201,0.040972,0.015421,0.007436,2.669047,0.374033,0.279506,0.237194,0.345381,0.314249,0.142974,0.163463,0.207126,0.171512,0.123342,0.130958,0.092816,0.002352,0.000898,0.029312,0.000574,0.044648,0.003594,0.080542,0.000107,0.000510,0.002940,0.034863,0.013700,0.015687,Violin_or_fiddle
0.198645,0.010514,3.166637,0.340737,0.282452,1.400467,0.004334,0.420712,-35.188560,1.778185,-0.043867,-0.591573,-0.645910,-0.258537,0.271954,0.260052,-0.004767,-0.275552,0.027331,0.223411,0.098359,0.004236,0.001196,0.019391,0.021843,0.012438,0.003839,0.011950,0.000838,0.001624,0.004607,0.014234,0.008502,0.012176,0.150626,0.037892,0.169952,0.135439,0.059111,1.169210,0.006946,0.360560,4.134398,0.297410,0.803193,0.732826,0.483423,0.252647,0.245498,0.246990,0.279568,0.462674,0.123101,0.221882,0.164226,0.004927,0.000822,0.024403,0.033377,0.007972,0.004280,0.009810,0.000738,0.000914,0.003923,0.009162,0.006993,0.007937,Violin_or_fiddle
0.023411,0.119943,3.244202,0.110609,0.147840,0.318078,0.004500,0.053112,-26.233784,0.087227,-0.527872,-0.706090,-0.632152,-0.505863,-0.434734,1.072422,0.904913,0.118526,-0.848169,-0.332721,0.154895,0.057320,0.147537,0.004163,0.000255,0.010045,0.000118,0.021468,0.004524,0.000116,0.000310,0.002047,0.000437,0.048738,0.005916,0.028649,0.063500,0.019870,0.028656,0.058525,0.005185,0.011427,1.074492,0.279404,0.364277,0.359824,0.195819,0.261502,0.188346,0.296797,0.194675,0.129329,0.157176,0.169308,0.131285,0.007387,0.019127,0.005118,0.000256,0.009295,0.000110,0.020244,0.001835,0.000122,0.000325,0.002829,0.000520,0.005610,Violin_or_fiddle
0.091765,0.026701,3.164214,0.150820,0.170884,0.313745,0.008825,0.050132,-29.205801,1.263010,-1.120640,-0.343345,-0.261949,-0.428141,-0.410245,0.102540,0.092151,0.037386,-0.117844,-0.139234,-0.078243,0.028355,0.039727,0.013826,0.006407,0.005000,0.013267,0.005452,0.002626,0.003979,0.003805,0.027368,0.009674,0.025164,0.021773,0.028756,0.217759,0.030825,0.035277,0.151369,0.006852,0.018545,2.639182,0.543773,0.422192,0.396500,0.317407,0.336670,0.277115,0.338408,0.400316,0.373146,0.390784,0.358379,0.335247,0.028632,0.038213,0.014513,0.010076,0.007745,0.018372,0.008327,0.002557,0.004415,0.005046,0.039264,0.012545,0.013309,Violin_or_fiddle
0.048839,0.045350,3.257707,0.108304,0.145501,0.390217,0.004207,0.079050,-25.088528,1.035674,-0.264850,-0.333534,-0.633996,0.275224,-0.348891,-0.276033,-0.335371,-0.717201,-0.583889,0.059641,0.238329,0.001610,0.001064,0.009072,0.005384,0.131526,0.009426,0.014196,0.001070,0.000540,0.000889,0.027347,0.001108,0.041432,0.010922,0.022751,0.059131,0.017970,0.035119,0.124496,0.003222,0.016471,1.598817,0.527925,0.360660,0.359228,0.344396,0.299580,0.245271,0.228979,0.201568,0.215874,0.200232,0.152164,0.164155,0.001697,0.000830,0.013528,0.001927,0.039229,0.004737,0.020283,0.000690,0.000330,0.000540,0.018980,0.000707,0.012215,Violin_or_fiddle
0.036653,0.001677,2.910221,0.182192,0.252461,0.137174,0.011935,0.017181,-35.989078,2.136460,0.003628,0.123156,0.144977,0.086872,-0.162290,-0.149068,0.018151,0.253856,0.081298,0.120651,0.214443,0.002234,0.001103,0.026671,0.001176,0.072595,0.005579,0.131961,0.000521,0.004552,0.003024,0.011857,0.001391,0.046064,0.019574,0.004475,0.243330,0.031243,0.022528,0.131977,0.011285,0.016778,1.974845,0.460756,0.379423,0.254573,0.219380,0.154105,0.178609,0.184429,0.146911,0.207755,0.178163,0.196639,0.112443,0.002270,0.001508,0.020427,0.001689,0.048952,0.004678,0.101059,0.000751,0.006991,0.004081,0.012780,0.001428,0.021215,Violin_or_fiddle
0.309536,0.007388,3.261699,0.402911,0.281911,2.122139,0.001684,0.582184,-35.249301,1.139954,0.165438,0.030375,-0.129425,-0.313593,-0.356118,-0.290940,-0.183753,-0.124481,0.023427,0.155861,0.154470,0.002152,0.001121,0.002872,0.002688,0.006228,0.025692,0.068420,0.000859,0.005203,0.001875,0.001851,0.001220,0.019889,0.072474,0.013394,0.063538,0.054874,0.028189,0.474808,0.001207,0.148253,1.965310,0.463253,0.323258,0.179501,0.138002,0.202138,0.194006,0.132406,0.166701,0.167442,0.116869,0.167730,0.117326,0.001587,0.000571,0.000923,0.001089,0.005248,0.012527,0.035476,0.000490,0.002523,0.000723,0.000693,0.000567,0.007861,Violin_or_fiddle
0.128283,0.066272,3.235501,0.187606,0.170103,0.811856,0.008538,0.167992,-27.896826,-1.006450,0.215135,0.148921,-0.088727,-0.421526,-0.053025,0.784557,-0.884987,0.484628,0.095833,-0.114832,0.138005,0.001158,0.000278,0.003985,0.000335,0.004129,0.050255,0.054336,0.000129,0.000115,0.000232,0.000278,0.000204,0.026375,0.035635,0.037081,0.131560,0.031390,0.021722,0.321822,0.018855,0.055475,2.195547,1.047496,0.344684,0.307987,0.247885,0.294980,0.260096,0.239720,0.357249,0.246329,0.159005,0.152798,0.164770,0.000795,0.000771,0.008275,0.000665,0.010218,0.025671,0.086307,0.000195,0.000229,0.000488,0.000445,0.000390,0.020034,Violin_or_fiddle
0.082801,0.031467,3.207008,0.142699,0.158545,0.921918,0.004180,0.129991,-26.162333,0.127610,-0.420004,-0.559058,-0.402603,0.138670,0.626965,0.425097,-0.534012,-0.544250,0.273923,0.597113,-0.135977,0.001866,0.000970,0.010051,0.001522,0.047008,0.003870,0.025281,0.000576,0.000623,0.000788,0.002122,0.010404,0.018046,0.017219,0.015611,0.091818,0.014660,0.025014,0.148594,0.004352,0.022019,1.127406,0.518531,0.374386,0.311223,0.253297,0.230856,0.258441,0.196866,0.237835,0.211309,0.215800,0.181826,0.160254,0.002902,0.001609,0.010932,0.001497,0.020354,0.002608,0.025144,0.000542,0.000436,0.001061,0.002324,0.007162,0.008731,Violin_or_fiddle
0.032072,0.001725,2.874622,0.173071,0.246729,0.149284,0.015204,0.017204,-37.187073,2.032158,-0.126110,0.128317,0.366919,-0.163839,-0.267665,0.141498,0.163913,0.078161,0.062527,0.268303,0.108993,0.009903,0.012665,0.028116,0.000789,0.061261,0.003812,0.153455,0.000290,0.000792,0.001632,0.013767,0.001324,0.052486,0.020763,0.005191,0.217353,0.035172,0.031167,0.145031,0.015047,0.015979,2.764921,0.565598,0.479343,0.288006,0.245245,0.279543,0.196632,0.235357,0.150835,0.176340,0.144504,0.169025,0.200989,0.016237,0.022651,0.021270,0.000518,0.049361,0.002962,0.124774,0.000384,0.000823,0.001762,0.011360,0.001104,0.026760,Violin_or_fiddle
0.099106,0.019332,3.115752,0.227022,0.258991,0.591783,0.006304,0.166256,-29.522344,2.465758,-0.388248,-0.487350,-0.371663,-0.272015,-0.225864,-0.258495,-0.264800,-0.320265,-0.519461,-0.193115,0.209155,0.010126,0.001736,0.029437,0.102263,0.028871,0.006580,0.006396,0.000631,0.009768,0.013012,0.006022,0.001906,0.030354,0.128070,0.040827,0.175329,0.122344,0.053072,0.946294,0.006155,0.282160,4.419872,0.863639,0.416708,0.281695,0.192558,0.306608,0.385749,0.296620,0.204066,0.227623,0.327205,0.200624,0.098813,0.009925,0.001533,0.029722,0.060525,0.026336,0.003852,0.005057,0.000443,0.012130,0.016051,0.004763,0.001451,0.015891,Violin_or_fiddle
0.041447,0.026003,3.150238,0.124944,0.171699,0.343768,0.004708,0.066410,-25.183104,1.588529,-0.499605,-0.616183,-0.621202,-0.150788,-0.360233,0.156310,0.015418,-0.149469,0.139338,0.282022,0.021572,0.004696,0.022237,0.004361,0.004409,0.014742,0.006030,0.006308,0.000762,0.002223,0.060651,0.046284,0.006028,0.023642,0.014557,0.019696,0.253939,0.037562,0.052145,0.232025,0.003229,0.033542,2.846238,0.770202,0.365259,0.315266,0.358601,0.309865,0.361280,0.241888,0.259468,0.204380,0.216360,0.199324,0.188676,0.003099,0.019757,0.004704,0.004372,0.010182,0.004010,0.009360,0.000577,0.001592,0.035272,0.027690,0.003425,0.007894,Violin_or_fiddle
0.041519,0.000904,2.835440,0.181921,0.252076,0.182359,0.014940,0.024357,-35.535818,1.778870,-0.077315,0.204069,0.189142,-0.053272,-0.046987,-0.077616,0.217888,0.148615,0.070399,0.212852,0.119749,0.003425,0.004940,0.022504,0.000816,0.064287,0.004086,0.171675,0.000751,0.000986,0.006998,0.009738,0.001753,0.054994,0.015152,0.003237,0.254939,0.028052,0.027836,0.148273,0.014887,0.026901,2.408057,0.618231,0.442225,0.224368,0.239007,0.216037,0.235509,0.167423,0.148046,0.166132,0.210009,0.154157,0.124811,0.004021,0.007251,0.020557,0.000657,0.048361,0.003609,0.120069,0.001036,0.000877,0.013750,0.008549,0.001394,0.027272,Violin_or_fiddle
0.041131,0.001065,2.932220,0.178694,0.246677,0.211443,0.010092,0.028002,-36.076876,1.863394,0.158958,0.340899,0.227849,0.095750,0.084038,0.082099,0.310447,0.130700,0.128158,0.208285,0.096490,0.004322,0.003296,0.054899,0.000770,0.068834,0.004614,0.109603,0.000595,0.000670,0.003345,0.013246,0.002555,0.041755,0.018816,0.004155,0.216345,0.033040,0.036853,0.180966,0.009649,0.028947,2.537891,0.766754,0.339702,0.218091,0.318857,0.211404,0.215332,0.163781,0.176779,0.174878,0.215049,0.108448,0.118792,0.005460,0.004309,0.045218,0.000579,0.044705,0.004193,0.079260,0.000867,0.000797,0.002608,0.010643,0.002127,0.016935,Violin_or_fiddle
